,Name,Age,Photo,Nationality,Flag,,Potential,Club,Club Logo,Value(£),,,,,,,,,,,
14449,F. Rahn,17,https://cdn.sofifa.net/players/270/724/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,68,SV Sandhausen,https://cdn.sofifa.net/teams/110178/30.png,200000,,,,,,,,,,,
14450,B. Cracknell,20,https://cdn.sofifa.net/players/260/886/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,62,Colchester United,https://cdn.sofifa.net/teams/1935/30.png,220000,,,,,,,,,,,
14451,21 J. Stöckner,31,https://cdn.sofifa.net/players/256/273/21_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,63,Sportclub Verl,https://cdn.sofifa.net/teams/110501/30.png,325000,,,,,,,,,,,
14452,22 C. Ioniță,18,https://cdn.sofifa.net/players/266/631/22_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,65,FC Academica Clinceni,https://cdn.sofifa.net/teams/113391/30.png,210000,,,,,,,,,,,
14453,21 T. Weißmann,23,https://cdn.sofifa.net/players/257/148/21_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,63,VfB Lübeck,https://cdn.sofifa.net/teams/1829/30.png,300000,,,,,,,,,,,
14454,22 J. Simms,17,https://cdn.sofifa.net/players/265/816/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,66,Oldham Athletic,https://cdn.sofifa.net/teams/1920/30.png,180000,,,,,,,,,,,
14455,Jordi Masip,33,https://cdn.sofifa.net/players/199/575/23_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,74,Real Valladolid CF,https://cdn.sofifa.net/teams/462/30.png,1400000,,,,,,,,,,,
14456,22 A. García,22,https://cdn.sofifa.net/players/260/418/22_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,,65,Gallos Blancos de Querétaro,https://cdn.sofifa.net/teams/110150/30.png,375000,,,,,,,,,,,
14457,20 M. Wasilewski,18,https://cdn.sofifa.net/players/253/685/20_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,67,Jagiellonia Białystok,https://cdn.sofifa.net/teams/110745/30.png,100000,,,,,,,,,,,
14458,22 Mario,21,https://cdn.sofifa.net/players/255/576/22_60.png,Spain,https://cdn.sofifa.net/flags/es.png,,68,CD Leganés,https://cdn.sofifa.net/teams/100888/30.png,425000,,,,,,,,,,,
14459,G. Horton,20,https://cdn.sofifa.net/players/252/835/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,70,Cheltenham Town,https://cdn.sofifa.net/teams/1936/30.png,450000,,,,,,,,,,,
14460,20 Y. Rodallega,18,https://cdn.sofifa.net/players/256/465/20_60.png,Colombia,https://cdn.sofifa.net/flags/co.png,,64,Envigado FC,https://cdn.sofifa.net/teams/112526/30.png,90000,,,,,,,,,,,
14461,B. Avila,21,https://cdn.sofifa.net/players/269/158/23_60.png,United States,https://cdn.sofifa.net/flags/us.png,,63,Houston Dynamo,https://cdn.sofifa.net/teams/698/30.png,140000,,,,,,,,,,,
14462,R. Pop,17,https://cdn.sofifa.net/players/271/172/23_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,69,AFC UTA Arad,https://cdn.sofifa.net/teams/110750/30.png,200000,,,,,,,,,,,
14463,22 C. Sze,17,https://cdn.sofifa.net/players/265/694/22_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,66,Wigan Athletic,https://cdn.sofifa.net/teams/1917/30.png,180000,,,,,,,,,,,
14464,22 J. Orozco,19,https://cdn.sofifa.net/players/263/836/22_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,,72,Club Deportivo Guadalajara,https://cdn.sofifa.net/teams/1880/30.png,450000,,,,,,,,,,,
14465,O. McLaughlin,19,https://cdn.sofifa.net/players/256/411/23_60.png,Northern Ireland,https://cdn.sofifa.net/flags/gb-nir.png,,63,Derry City,https://cdn.sofifa.net/teams/445/30.png,110000,,,,,,,,,,,
14466,21 C. Chaminade,20,https://cdn.sofifa.net/players/258/506/21_60.png,France,https://cdn.sofifa.net/flags/fr.png,,63,Pau FC,https://cdn.sofifa.net/teams/110321/30.png,250000,,,,,,,,,,,
14467,L. Payne,18,https://cdn.sofifa.net/players/268/788/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,66,Southampton,https://cdn.sofifa.net/teams/17/30.png,240000,,,,,,,,,,,
14468,22 Li Xingxian,16,https://cdn.sofifa.net/players/261/934/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,63,Guangzhou FC,https://cdn.sofifa.net/teams/111839/30.png,120000,,,,,,,,,,,
14469,22 K. Leth,18,https://cdn.sofifa.net/players/259/133/22_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,,66,Randers FC,https://cdn.sofifa.net/teams/1786/30.png,180000,,,,,,,,,,,
14470,22 S. Narayanan,19,https://cdn.sofifa.net/players/264/788/22_60.png,India,https://cdn.sofifa.net/flags/in.png,,67,Bengaluru FC,https://cdn.sofifa.net/teams/113302/30.png,190000,,,,,,,,,,,
14471,B. Balogh,20,https://cdn.sofifa.net/players/258/708/23_60.png,Hungary,https://cdn.sofifa.net/flags/hu.png,,75,Parma,https://cdn.sofifa.net/teams/50/30.png,900000,,,,,,,,,,,
14472,21 V. Daguin,20,https://cdn.sofifa.net/players/256/834/21_60.png,France,https://cdn.sofifa.net/flags/fr.png,,67,FC Nantes,https://cdn.sofifa.net/teams/71/30.png,300000,,,,,,,,,,,
14473,R. Voloder,21,https://cdn.sofifa.net/players/256/499/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,69,Sporting Kansas City,https://cdn.sofifa.net/teams/696/30.png,425000,,,,,,,,,,,
14474,21 D. Cabrera,22,https://cdn.sofifa.net/players/255/068/21_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,,63,FBC Melgar,https://cdn.sofifa.net/teams/111334/30.png,325000,,,,,,,,,,,
14475,22 E. Matus,21,https://cdn.sofifa.net/players/264/462/22_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,65,Jagiellonia Białystok,https://cdn.sofifa.net/teams/110745/30.png,240000,,,,,,,,,,,
14476,F. Holst-Larsen,17,https://cdn.sofifa.net/players/259/332/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,,72,Strømsgodset IF,https://cdn.sofifa.net/teams/922/30.png,210000,,,,,,,,,,,
14477,22 M. Kokkinoftas,18,https://cdn.sofifa.net/players/262/563/22_60.png,Cyprus,https://cdn.sofifa.net/flags/cy.png,,70,Manchester United,https://cdn.sofifa.net/flags/cy.png,0,,,,,,,,,,,
14478,20 Kim Jun Hyeok,18,https://cdn.sofifa.net/players/255/277/20_60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png,,62,Gyeongnam FC,https://cdn.sofifa.net/teams/111588/30.png,60000,,,,,,,,,,,
14479,22 T. Hümmer,18,https://cdn.sofifa.net/players/264/704/22_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,65,FC Würzburger Kickers,https://cdn.sofifa.net/teams/110197/30.png,220000,,,,,,,,,,,
14480,21 F. İmdat,18,https://cdn.sofifa.net/players/257/909/21_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,,75,MKE Ankaragücü,https://cdn.sofifa.net/teams/101007/30.png,375000,,,,,,,,,,,
14481,W. Rivera,18,https://cdn.sofifa.net/players/261/585/23_60.png,Puerto Rico,https://cdn.sofifa.net/flags/pr.png,,69,Orlando City Soccer Club,https://cdn.sofifa.net/teams/112606/30.png,250000,,,,,,,,,,,
14482,A. Jok,21,https://cdn.sofifa.net/players/268/118/23_60.png,South Sudan,https://cdn.sofifa.net/flags/ss.png,,62,Central Coast Mariners,https://cdn.sofifa.net/teams/111396/30.png,210000,,,,,,,,,,,
14483,22 K. Smith,16,https://cdn.sofifa.net/players/260/129/22_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,,83,Dundee United,https://cdn.sofifa.net/teams/181/30.png,625000,,,,,,,,,,,
14484,A. Ioniță,18,https://cdn.sofifa.net/players/271/187/23_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,72,Rapid București,https://cdn.sofifa.net/teams/310/30.png,325000,,,,,,,,,,,
14485,E. Taylor,19,https://cdn.sofifa.net/players/263/990/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,65,Hartlepool United,https://cdn.sofifa.net/teams/1941/30.png,140000,,,,,,,,,,,
14486,J. Forst,19,https://cdn.sofifa.net/players/262/627/23_60.png,Austria,https://cdn.sofifa.net/flags/at.png,,69,WSG Tirol,https://cdn.sofifa.net/teams/15040/30.png,250000,,,,,,,,,,,
14487,21 E. Dumitru,19,https://cdn.sofifa.net/players/258/366/21_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,70,FC Voluntari,https://cdn.sofifa.net/teams/113182/30.png,240000,,,,,,,,,,,
14488,22 N. Muci,18,https://cdn.sofifa.net/players/262/514/22_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,,73,FC Lugano,https://cdn.sofifa.net/teams/10032/30.png,250000,,,,,,,,,,,
14489,U. Çakır,26,https://cdn.sofifa.net/players/226/300/23_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,,84,Trabzonspor,https://cdn.sofifa.net/teams/436/30.png,22500000,,,,,,,,,,,
14490,21 L. Jamieson,18,https://cdn.sofifa.net/players/257/870/21_60.png,Scotland,https://cdn.sofifa.net/flags/gb-sct.png,,73,St. Mirren,https://cdn.sofifa.net/teams/100805/30.png,325000,,,,,,,,,,,
14491,D. Fernandes,21,https://cdn.sofifa.net/players/265/463/23_60.png,India,https://cdn.sofifa.net/flags/in.png,,60,FC Goa,https://cdn.sofifa.net/teams/113298/30.png,110000,,,,,,,,,,,
14492,22 M. Perrone,18,https://cdn.sofifa.net/players/266/510/22_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,73,US Salernitana 1919,https://cdn.sofifa.net/teams/110373/30.png,400000,,,,,,,,,,,
14493,G. Campbell,21,https://cdn.sofifa.net/players/255/824/23_60.png,United States,https://cdn.sofifa.net/flags/us.png,,71,Atlanta United,https://cdn.sofifa.net/teams/112885/30.png,525000,,,,,,,,,,,
14494,J. Mina,21,https://cdn.sofifa.net/players/269/396/23_60.png,Ecuador,https://cdn.sofifa.net/flags/ec.png,,70,Barcelona Sporting Club,https://cdn.sofifa.net/teams/110981/30.png,525000,,,,,,,,,,,
14495,22 Xu Yue,21,https://cdn.sofifa.net/players/257/683/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,55,Shenzhen FC,https://cdn.sofifa.net/teams/111773/30.png,100000,,,,,,,,,,,
14496,21 G. Verdún,24,https://cdn.sofifa.net/players/259/208/21_60.png,Paraguay,https://cdn.sofifa.net/flags/py.png,,64,Club Plaza de Deportes Colonia,https://cdn.sofifa.net/teams/114024/30.png,300000,,,,,,,,,,,
14497,R. Spaltro,22,https://cdn.sofifa.net/players/270/761/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,61,SPAL,https://cdn.sofifa.net/teams/112791/30.png,190000,,,,,,,,,,,
14498,22 A. Delferriere,19,https://cdn.sofifa.net/players/262/068/22_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,,72,Hibernian,https://cdn.sofifa.net/teams/81/30.png,375000,,,,,,,,,,,
14499,21 E. Samba,19,https://cdn.sofifa.net/players/257/325/21_60.png,France,https://cdn.sofifa.net/flags/fr.png,,66,Servette FC,https://cdn.sofifa.net/teams/324/30.png,275000,,,,,,,,,,,
14500,N. Pacławski,18,https://cdn.sofifa.net/players/261/107/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,73,Lech Poznań,https://cdn.sofifa.net/teams/873/30.png,325000,,,,,,,,,,,
14501,21 D. Julio,27,https://cdn.sofifa.net/players/255/666/21_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,,57,Llaneros de Guanare Escuela de Fútbol,https://cdn.sofifa.net/teams/114623/30.png,130000,,,,,,,,,,,
14502,J. Luján,25,https://cdn.sofifa.net/players/260/203/23_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,,69,FBC Melgar,https://cdn.sofifa.net/teams/111334/30.png,675000,,,,,,,,,,,
14503,20 L. Ahrend,19,https://cdn.sofifa.net/players/256/270/20_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,63,SpVgg Greuther Fürth,https://cdn.sofifa.net/teams/165/30.png,60000,,,,,,,,,,,
14504,21 L. Bradley,19,https://cdn.sofifa.net/players/252/880/21_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,71,Rochdale,https://cdn.sofifa.net/teams/1955/30.png,160000,,,,,,,,,,,
14505,22 J. Alcantar,17,https://cdn.sofifa.net/players/257/481/22_60.png,Mexico,https://cdn.sofifa.net/flags/mx.png,,68,Club Necaxa,https://cdn.sofifa.net/teams/101121/30.png,325000,,,,,,,,,,,
14506,J. Hardy,23,https://cdn.sofifa.net/players/230/083/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,60,Accrington Stanley,https://cdn.sofifa.net/teams/110313/30.png,190000,,,,,,,,,,,
14507,F. Torsiello,17,https://cdn.sofifa.net/players/270/940/23_60.png,Italy,https://cdn.sofifa.net/flags/it.png,,70,SV Darmstadt 98,https://cdn.sofifa.net/teams/110502/30.png,300000,,,,,,,,,,,
14508,21 Oh Min Kyu,19,https://cdn.sofifa.net/players/255/555/21_60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png,,67,FC Seoul,https://cdn.sofifa.net/teams/982/30.png,120000,,,,,,,,,,,
14509,22 Hao Haiyi,21,https://cdn.sofifa.net/players/264/024/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,53,Shandong Taishan,https://cdn.sofifa.net/teams/111724/30.png,70000,,,,,,,,,,,
14510,J. Micolta,19,https://cdn.sofifa.net/players/261/475/23_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,,73,Deportivo La Guaira FC,https://cdn.sofifa.net/teams/112853/30.png,450000,,,,,,,,,,,
14511,22 B. Singh,23,https://cdn.sofifa.net/players/253/467/22_60.png,India,https://cdn.sofifa.net/flags/in.png,,57,ATK Mohun Bagan FC,https://cdn.sofifa.net/teams/113146/30.png,90000,,,,,,,,,,,
14512,V. Hagen,19,https://cdn.sofifa.net/players/261/596/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,,68,Viking FK,https://cdn.sofifa.net/teams/300/30.png,210000,,,,,,,,,,,
14513,21 K. Cimenti,21,https://cdn.sofifa.net/players/262/296/21_60.png,Australia,https://cdn.sofifa.net/flags/au.png,,63,Macarthur FC,https://cdn.sofifa.net/teams/114604/30.png,275000,,,,,,,,,,,
14514,21 H. Espínola,25,https://cdn.sofifa.net/players/255/030/21_60.png,Paraguay,https://cdn.sofifa.net/flags/py.png,,63,Club Nacional,https://cdn.sofifa.net/teams/112671/30.png,300000,,,,,,,,,,,
14515,22 C. Șerban,18,https://cdn.sofifa.net/players/263/338/22_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,71,CS Mioveni,https://cdn.sofifa.net/teams/113380/30.png,275000,,,,,,,,,,,
14516,F. Alcedo,19,https://cdn.sofifa.net/players/264/563/23_60.png,Peru,https://cdn.sofifa.net/flags/pe.png,,72,Club Sporting Cristal,https://cdn.sofifa.net/teams/111013/30.png,375000,,,,,,,,,,,
14517,21 A. Șter,22,https://cdn.sofifa.net/players/259/701/21_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,62,AFC Hermannstadt,https://cdn.sofifa.net/teams/114147/30.png,180000,,,,,,,,,,,
14518,22 T. Toya,24,https://cdn.sofifa.net/players/266/239/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,,61,Avispa Fukuoka,https://cdn.sofifa.net/teams/113186/30.png,220000,,,,,,,,,,,
14519,L. McFayden,20,https://cdn.sofifa.net/players/263/400/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,66,Swansea City,https://cdn.sofifa.net/teams/1960/30.png,250000,,,,,,,,,,,
14520,21 G. Kardeş,23,https://cdn.sofifa.net/players/257/906/21_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,,65,BB Erzurumspor,https://cdn.sofifa.net/teams/749/30.png,325000,,,,,,,,,,,
14521,I. Bjerkebo,19,https://cdn.sofifa.net/players/270/560/23_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,,69,Kalmar FF,https://cdn.sofifa.net/teams/1439/30.png,240000,,,,,,,,,,,
14522,22 S. Gómez,18,https://cdn.sofifa.net/players/261/526/22_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,,76,Academia Puerto Cabello,https://cdn.sofifa.net/teams/114611/30.png,375000,,,,,,,,,,,
14523,L. Kamberi,22,https://cdn.sofifa.net/players/243/025/23_60.png,Switzerland,https://cdn.sofifa.net/flags/ch.png,,70,FC Zürich,https://cdn.sofifa.net/teams/894/30.png,375000,,,,,,,,,,,
14524,M. Caputo,16,https://cdn.sofifa.net/players/262/557/23_60.png,Australia,https://cdn.sofifa.net/flags/au.png,,70,Melbourne City FC,https://cdn.sofifa.net/teams/112224/30.png,130000,,,,,,,,,,,
14525,21 E. Montero,19,https://cdn.sofifa.net/players/254/035/21_60.png,Bolivia,https://cdn.sofifa.net/flags/bo.png,,62,"Club Social, Cultural y Deportivo de Blooming",https://cdn.sofifa.net/teams/110967/30.png,230000,,,,,,,,,,,
14526,22 A. Mortensen,18,https://cdn.sofifa.net/players/260/381/22_60.png,Sweden,https://cdn.sofifa.net/flags/se.png,,67,FC Groningen,https://cdn.sofifa.net/teams/1915/30.png,190000,,,,,,,,,,,
14527,M. Al Oufi,19,https://cdn.sofifa.net/players/259/357/23_60.png,Saudi Arabia,https://cdn.sofifa.net/flags/sa.png,,67,Al Ittihad,https://cdn.sofifa.net/teams/607/30.png,180000,,,,,,,,,,,
14528,M. Rivas,23,https://cdn.sofifa.net/players/261/229/23_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,,64,Caracas Fútbol Club,https://cdn.sofifa.net/teams/110989/30.png,300000,,,,,,,,,,,
14529,21 D. Ciobanu,26,https://cdn.sofifa.net/players/258/540/21_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,62,CSM Politehnica Iași,https://cdn.sofifa.net/teams/110815/30.png,250000,,,,,,,,,,,
14530,L. Menke,22,https://cdn.sofifa.net/players/269/303/23_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,64,SV Elversberg,https://cdn.sofifa.net/teams/580/30.png,300000,,,,,,,,,,,
14531,21 C. Sanabria,19,https://cdn.sofifa.net/players/254/779/21_60.png,Paraguay,https://cdn.sofifa.net/flags/py.png,,68,Club Olimpia,https://cdn.sofifa.net/teams/101108/30.png,350000,,,,,,,,,,,
14532,22 A. Lønning,17,https://cdn.sofifa.net/players/265/604/22_60.png,Norway,https://cdn.sofifa.net/flags/no.png,,70,FK Haugesund,https://cdn.sofifa.net/teams/1463/30.png,200000,,,,,,,,,,,
14533,22 A. Mandefu,20,https://cdn.sofifa.net/players/268/813/22_60.png,France,https://cdn.sofifa.net/flags/fr.png,,62,Amiens SC,https://cdn.sofifa.net/teams/1816/30.png,170000,,,,,,,,,,,
14534,22 Z. Van Den Bosch,17,https://cdn.sofifa.net/players/260/931/22_60.png,Belgium,https://cdn.sofifa.net/flags/be.png,,76,Royal Antwerp FC,https://cdn.sofifa.net/teams/230/30.png,475000,,,,,,,,,,,
14535,Neto,32,https://cdn.sofifa.net/players/194/404/23_60.png,Brazil,https://cdn.sofifa.net/flags/br.png,,81,AFC Bournemouth,https://cdn.sofifa.net/teams/1943/30.png,13000000,,,,,,,,,,,
14536,22 Park Jang Han Gyeol,17,https://cdn.sofifa.net/players/266/198/22_60.png,Korea Republic,https://cdn.sofifa.net/flags/kr.png,,71,FC Seoul,https://cdn.sofifa.net/teams/982/30.png,200000,,,,,,,,,,,
14537,Zhang Jiahui,19,https://cdn.sofifa.net/players/268/963/23_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,55,Hebei FC,https://cdn.sofifa.net/teams/112978/30.png,100000,,,,,,,,,,,
14538,20 M. Fuchshofer,18,https://cdn.sofifa.net/players/254/153/20_60.png,Austria,https://cdn.sofifa.net/flags/at.png,,71,SK Rapid Wien,https://cdn.sofifa.net/teams/254/30.png,220000,,,,,,,,,,,
14539,22 F. Kerber,18,https://cdn.sofifa.net/players/257/028/22_60.png,Austria,https://cdn.sofifa.net/flags/at.png,,70,WSG Tirol,https://cdn.sofifa.net/teams/15040/30.png,325000,,,,,,,,,,,
14540,22 Li Yongjia,19,https://cdn.sofifa.net/players/269/017/22_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,54,Guangzhou City,https://cdn.sofifa.net/teams/112429/30.png,90000,,,,,,,,,,,
14541,V. Arong,17,https://cdn.sofifa.net/players/270/509/23_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,,59,Drogheda United,https://cdn.sofifa.net/teams/1572/30.png,120000,,,,,,,,,,,
14542,L. Gill,18,https://cdn.sofifa.net/players/267/817/23_60.png,Republic of Ireland,https://cdn.sofifa.net/flags/ie.png,,64,UCD AFC,https://cdn.sofifa.net/teams/111132/30.png,140000,,,,,,,,,,,
14543,M. Danciu,20,https://cdn.sofifa.net/players/258/373/23_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,71,Universitatea Craiova,https://cdn.sofifa.net/teams/308/30.png,400000,,,,,,,,,,,
14544,20 O. Damba,19,https://cdn.sofifa.net/players/254/112/20_60.png,Gambia,https://cdn.sofifa.net/flags/gm.png,,69,Sheffield Wednesday,https://cdn.sofifa.net/teams/1807/30.png,130000,,,,,,,,,,,
14545,O. Wójcik,18,https://cdn.sofifa.net/players/270/382/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,68,Cracovia,https://cdn.sofifa.net/teams/110747/30.png,325000,,,,,,,,,,,
14546,21 B. Sungur,18,https://cdn.sofifa.net/players/258/224/21_60.png,Turkey,https://cdn.sofifa.net/flags/tr.png,,70,Fenerbahçe SK,https://cdn.sofifa.net/teams/326/30.png,275000,,,,,,,,,,,
14547,21 Y. Fujiwara,18,https://cdn.sofifa.net/players/260/850/21_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,,72,Urawa Red Diamonds,https://cdn.sofifa.net/teams/111575/30.png,250000,,,,,,,,,,,
14548,22 J. Albert,29,https://cdn.sofifa.net/players/239/051/22_60.png,France,https://cdn.sofifa.net/flags/fr.png,,61,Clermont Foot 63,https://cdn.sofifa.net/teams/1815/30.png,275000,,,,,,,,,,,
14549,21 F. Sasere,22,https://cdn.sofifa.net/players/254/081/21_60.png,Nigeria,https://cdn.sofifa.net/flags/ng.png,,67,FC Lugano,https://cdn.sofifa.net/teams/10032/30.png,325000,,,,,,,,,,,
14550,C. Collins,17,https://cdn.sofifa.net/players/269/606/23_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,67,Mansfield Town,https://cdn.sofifa.net/teams/1940/30.png,230000,,,,,,,,,,,
14551,G. Mortensen,18,https://cdn.sofifa.net/players/270/973/23_60.png,Denmark,https://cdn.sofifa.net/flags/dk.png,,70,Lyngby BK,https://cdn.sofifa.net/teams/15001/30.png,230000,,,,,,,,,,,
14552,B. Kieliba,31,https://cdn.sofifa.net/players/257/645/23_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,63,Warta Poznań,https://cdn.sofifa.net/teams/112511/30.png,325000,,,,,,,,,,,
14553,22 G. Țala,16,https://cdn.sofifa.net/players/267/856/22_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,72,Gaz Metan Mediaş,https://cdn.sofifa.net/teams/112637/30.png,210000,,,,,,,,,,,
14554,22 T. Einaga,18,https://cdn.sofifa.net/players/266/887/22_60.png,Japan,https://cdn.sofifa.net/flags/jp.png,,71,Kawasaki Frontale,https://cdn.sofifa.net/teams/111730/30.png,325000,,,,,,,,,,,
14555,G. Peralta,21,https://cdn.sofifa.net/players/264/122/23_60.png,Paraguay,https://cdn.sofifa.net/flags/py.png,,66,Club Olimpia,https://cdn.sofifa.net/teams/101108/30.png,375000,,,,,,,,,,,
14556,21 I. González,36,https://cdn.sofifa.net/players/255/264/21_60.png,Uruguay,https://cdn.sofifa.net/flags/uy.png,,59,Zamora Fútbol Club,https://cdn.sofifa.net/teams/112912/30.png,40000,,,,,,,,,,,
14557,M. Memet-Ali,21,https://cdn.sofifa.net/players/261/918/23_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,55,Changchun Yatai FC,https://cdn.sofifa.net/teams/111769/30.png,70000,,,,,,,,,,,
14558,Z. Steffen,27,https://cdn.sofifa.net/players/234/777/23_60.png,United States,https://cdn.sofifa.net/flags/us.png,,79,Middlesbrough,https://cdn.sofifa.net/teams/12/30.png,9500000,,,,,,,,,,,
14559,22 E. Ndizeye,21,https://cdn.sofifa.net/players/260/890/22_60.png,Burundi,https://cdn.sofifa.net/flags/bi.png,,67,Yeni Malatyaspor,https://cdn.sofifa.net/teams/113259/30.png,475000,,,,,,,,,,,
14560,21 D. Haimerl,17,https://cdn.sofifa.net/players/258/646/21_60.png,Germany,https://cdn.sofifa.net/flags/de.png,,69,SpVgg Unterhaching,https://cdn.sofifa.net/teams/172/30.png,300000,,,,,,,,,,,
14561,22 J. Suárez,18,https://cdn.sofifa.net/players/261/525/22_60.png,Venezuela,https://cdn.sofifa.net/flags/ve.png,,76,Academia Puerto Cabello,https://cdn.sofifa.net/teams/114611/30.png,375000,,,,,,,,,,,
14562,21 E. Gouldbourne,17,https://cdn.sofifa.net/players/259/263/21_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,65,Tranmere Rovers,https://cdn.sofifa.net/teams/15048/30.png,120000,,,,,,,,,,,
14563,21 S. Mroczko,19,https://cdn.sofifa.net/players/257/660/21_60.png,Poland,https://cdn.sofifa.net/flags/pl.png,,71,Podbeskidzie Bielsko-Biała,https://cdn.sofifa.net/teams/111087/30.png,325000,,,,,,,,,,,
14564,22 R. Curescu,19,https://cdn.sofifa.net/players/263/341/22_60.png,Romania,https://cdn.sofifa.net/flags/ro.png,,69,Campionii FC Arges,https://cdn.sofifa.net/teams/100759/30.png,240000,,,,,,,,,,,
14565,21 R. Taylor,19,https://cdn.sofifa.net/players/252/878/21_60.png,England,https://cdn.sofifa.net/flags/gb-eng.png,,68,Southend United,https://cdn.sofifa.net/teams/1954/30.png,325000,,,,,,,,,,,
14566,F. Al Harbi,25,https://cdn.sofifa.net/players/259/103/23_60.png,Saudi Arabia,https://cdn.sofifa.net/flags/sa.png,,64,Al Fateh,https://cdn.sofifa.net/teams/112390/30.png,300000,,,,,,,,,,,
14567,E. Singh,19,https://cdn.sofifa.net/players/259/649/23_60.png,India,https://cdn.sofifa.net/flags/in.png,,63,ATK Mohun Bagan FC,https://cdn.sofifa.net/teams/113146/30.png,110000,,,,,,,,,,,
14568,20 I. Pata,18,https://cdn.sofifa.net/players/256/475/20_60.png,Netherlands,https://cdn.sofifa.net/flags/nl.png,,71,Huddersfield Town,https://cdn.sofifa.net/teams/1939/30.png,130000,,,,,,,,,,,
14569,Zheng Shengxiong,23,https://cdn.sofifa.net/players/269/026/23_60.png,China PR,https://cdn.sofifa.net/flags/cn.png,,56,Guangzhou FC,https://cdn.sofifa.net/teams/111839/30.png,90000,,,,,,,,,,,
14570,K. Ferdinand,18,https://cdn.sofifa.net/players/260/391/23_60.png,Canada,https://cdn.sofifa.net/flags/ca.png,,68,Club de Foot Montréal,https://cdn.sofifa.net/teams/111139/30.png,190000,,,,,,,,,,,
14571,A. Thorsen,19,https://cdn.sofifa.net/players/269/716/23_60.png,Norway,https://cdn.sofifa.net/flags/no.png,,70,Strømsgodset IF,https://cdn.sofifa.net/teams/922/30.png,275000,,,,,,,,,,,
